No,시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료,경도,위도,상태
503,삼성태권도장,김동훈,054-762-2133,경상북도 경주시 강동면 강동로 66-17 삼성태권도장,1명,115 ㎡,태권도,기타,[12월] 태권도,07:00 ~ 08:00,"월,화,수,목,금",김동훈,2020.12.01 ~ 2020.12.10,미지원,,"80,000",129.277087997335,35.9916468747528,정좌표
504,상록수태권도장,정종엽,02-629-9805,대구광역시 남구 명덕로14길 67 3층,3명,290 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도,13:00 ~ 23:00,"월,화,수,목,금",정종엽,2020.12.01 ~ 2020.12.10,지원,,"80,000",128.576883276813,35.8555924950593,정좌표
505,새로운우리세상부영체육관,이경민,02-293-8827,"부산광역시 사하구 감천로21번길 35 상가 303호 부영태권도(감천동, 부영벽산파라빌)",2명,109 ㎡,태권도,"지체, 청각/언어, 지적/자폐, 기타",[12월] 태권도,14:00 ~ 21:30,"월,화,수,목,금","이경민,,박지영",2020.12.01 ~ 2020.12.10,지원,,"80,000",128.995702307699,35.0931507217393,정좌표
506,새론감통아동발달센터2,임소현,031-985-3245,경기도 김포시 김포한강9로76번길 37 경서프라자 1002호(구래동),1명,154 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,10:00 ~ 19:00,"월,화,수,목,금,토,일",장영복,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000",126.627324245042,37.6441972795969,정좌표
507,새론스포텍스쿼시,김용범,02-331-5608,부산광역시 북구 금곡대로303번길 61 새론타워 7층(화명동),2명,500 ㎡,스쿼시,"지체, 청각/언어, 지적/자폐",[12월] 감각다지기,12:00 ~ 16:00,"화,목,토",김용범,2020.12.01 ~ 2020.12.10,미지원,,"140,000",129.010285202068,35.2356490585678,정좌표
508,새론스포텍스쿼시,김용범,02-331-5608,부산광역시 북구 금곡대로303번길 61 새론타워 7층(화명동),2명,500 ㎡,스쿼시,"지체, 청각/언어, 지적/자폐",[12월] 감각향상반,10:00 ~ 16:00,"화,목",김용범,2020.12.01 ~ 2020.12.10,미지원,,"140,000",129.010285202068,35.2356490585678,정좌표
509,서교휘트니스,황순섭,02-324-8776,서울특별시 마포구 잔다리로 78 지하1층 서교휘트니스(서교동),1명,297 ㎡,헬스,지체,[12월] 스폐셜강좌,06:00 ~ 23:00,월,황미옥,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.916429284662,37.5545216069106,정좌표
510,서구국민체육센터,서대석,062-350-4573,광주광역시 서구 풍암공원로 20 풍암동 396-19(풍암동),1명,603 ㎡,배드민턴,청각/언어,[12월] 배드민턴,14:00 ~ 18:00,"월,화,수,목,금",김오권,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","20,000",126.880982982048,35.1300438447334,정좌표
511,서구장애인복지관,김대우,051-242-3930,부산광역시 서구 보수대로154번길 36 서구장애인복지관(동대신동1가),1명,1693 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 뉴스포츠교실'NS클래스',14:00 ~ 15:00,수,이정민,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","80,000",129.023531103427,35.1106674340885,정좌표
512,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 굿모닝 수영,06:00 ~ 06:50,"월,화,수,목,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
513,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 굿모닝 수영,06:00 ~ 06:50,"월,수,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
514,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 굿모닝 수영,07:30 ~ 08:20,"월,화,수,목,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
515,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 굿모닝 수영,07:30 ~ 08:20,"월,수,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
516,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 굿모닝 수영,09:00 ~ 09:50,"월,화,수,목,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
517,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 굿모닝 수영,09:00 ~ 09:50,"월,수,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
518,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 아쿠아로빅스,12:00 ~ 12:50,"월,수,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
519,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 아쿠아로빅스,12:00 ~ 12:50,"화,목,토",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
520,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 아쿠아로빅스,15:00 ~ 15:50,"월,수,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
521,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 엔돌핀 수영,18:20 ~ 19:10,"월,수,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
522,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 엔돌핀 수영,18:20 ~ 19:10,"월,화,수,목,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
523,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 엔돌핀 수영,19:50 ~ 20:40,"월,화,수,목,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
524,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 엔돌핀 수영,19:50 ~ 20:40,"월,수,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
525,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 취미건강 수영,10:30 ~ 11:20,"월,화,수,목,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
526,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 취미건강 수영,10:30 ~ 11:20,"월,수,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
527,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 취미건강 수영,13:30 ~ 14:20,"월,수,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
528,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 튼튼이 수영,16:30 ~ 17:20,"월,화,수,목,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
529,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 튼튼이 수영,16:30 ~ 17:20,"월,수,금",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
530,서구청소년수련관,박재진,053-572-2453,대구광역시 서구 문화로 122 서구청소년수련관(이현동),5명,5600 ㎡,수영,"지체, 청각/언어, 기타",[12월] 튼튼이 수영,16:30 ~ 17:20,"화,목",김동현,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","82,000",128.545477006523,35.8736228399149,정좌표
531,서귀포시장애인종합복지관,윤보철,064-735-2600,제주특별자치도 서귀포시 인정오름로 24 서귀포시장애인종합복지관(토평동),4명,2037 ㎡,댄스,지적/자폐,[12월] 줌바댄스,14:00 ~ 15:30,목,이연숙,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","10,000",126.584586804533,33.2869167013597,정좌표
532,서대문복싱클럽,조현임,02-312-7989,서울특별시 서대문구 통일로 189-1 4층(영천동),2명,160 ㎡,복싱,청각/언어,[12월] 복싱,15:00 ~ 21:00,"화,수,목,금",이기철,2020.12.01 ~ 2020.12.10,미지원,,"100,000",126.961849513769,37.5703375142593,정좌표
533,서부산권장애인스포츠센터,장용훈,051-203-7780,부산광역시 사하구 낙동남로 1233번길 20 서부산권장애인스포츠센터,9명,625 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 11시 수영(월수금),11:00 ~ 11:50,"월,수,금",한충희,2020.11.25 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","50,000",128.946941905871,35.1094207064896,정좌표
534,서부산권장애인스포츠센터,장용훈,051-203-7780,부산광역시 사하구 낙동남로 1233번길 20 서부산권장애인스포츠센터,9명,625 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 11시 수영(화목),11:00 ~ 11:50,"화,목",한충희,2020.11.25 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","50,000",128.946941905871,35.1094207064896,정좌표
535,서부산권장애인스포츠센터,장용훈,051-203-7780,부산광역시 사하구 낙동남로 1233번길 20 서부산권장애인스포츠센터,9명,625 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 수영+헬스 패키지,06:00 ~ 22:00,"월,화,수,목,금,토","한충희,,이윤재",2020.11.25 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","50,000",128.946941905871,35.1094207064896,정좌표
536,서부산권장애인스포츠센터,장용훈,051-203-7780,부산광역시 사하구 낙동남로 1233번길 20 서부산권장애인스포츠센터,9명,625 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 장애인수영(월수금) 14시,14:00 ~ 14:50,"월,수,금",배미희,2020.11.25 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","50,000",128.946941905871,35.1094207064896,정좌표
537,서부산권장애인스포츠센터,장용훈,051-203-7780,부산광역시 사하구 낙동남로 1233번길 20 서부산권장애인스포츠센터,9명,625 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 장애인수영(월수금+화목 패키지) 14시,14:00 ~ 14:50,"월,화,수,목,금",배미희,2020.11.25 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","50,000",128.946941905871,35.1094207064896,정좌표
538,서부산권장애인스포츠센터,장용훈,051-203-7780,부산광역시 사하구 낙동남로 1233번길 20 서부산권장애인스포츠센터,9명,625 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 장애인수영(화목) 14시,14:00 ~ 14:50,"화,목",배미희,2020.11.25 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","50,000",128.946941905871,35.1094207064896,정좌표
539,서부산권장애인스포츠센터,장용훈,051-203-7780,부산광역시 사하구 낙동남로 1233번길 20 서부산권장애인스포츠센터,9명,625 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 헬스,06:00 ~ 22:00,"월,화,수,목,금,토","이윤재,,지민준",2020.11.25 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","50,000",128.946941905871,35.1094207064896,정좌표
540,서부재활체육센터,황요섭,02-388-6622,서울시 은평구 갈현로 11길 30 191-1 서부재활체육센터,명, ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 꿈나무A,17:00 ~ 17:50,"월,수,금",임현우,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.907570634266,37.6054687482893,정좌표
541,서부재활체육센터,황요섭,02-388-6622,서울시 은평구 갈현로 11길 30 191-1 서부재활체육센터,명, ㎡,수영,지적/자폐,[12월] 꿈나무B,15:00 ~ 15:50,"화,목",정인규,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.907570634266,37.6054687482893,정좌표
542,서부재활체육센터,황요섭,02-388-6622,서울시 은평구 갈현로 11길 30 191-1 서부재활체육센터,명, ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 둘리A,16:00 ~ 16:50,"월,수,금",임현우,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.907570634266,37.6054687482893,정좌표
543,서부재활체육센터,황요섭,02-388-6622,서울시 은평구 갈현로 11길 30 191-1 서부재활체육센터,명, ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 둘리B,16:00 ~ 16:50,"화,목",임현우,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.907570634266,37.6054687482893,정좌표
544,서부재활체육센터,황요섭,02-388-6622,서울시 은평구 갈현로 11길 30 191-1 서부재활체육센터,명, ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 성인수중재활,07:00 ~ 14:50,"월,화,수,목,금,토,일",임현우,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.907570634266,37.6054687482893,정좌표
545,서부재활체육센터,황요섭,02-388-6622,서울시 은평구 갈현로 11길 30 191-1 서부재활체육센터,명, ㎡,탁구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 재활탁구,09:00 ~ 18:00,"월,화,수,목,금,토",정인규,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.907570634266,37.6054687482893,정좌표
546,서부재활체육센터,황요섭,02-388-6622,서울시 은평구 갈현로 11길 30 191-1 서부재활체육센터,명, ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 재활헬스,06:00 ~ 16:00,"월,화,수,목,금,토",조호석,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.907570634266,37.6054687482893,정좌표
547,서부재활체육센터,황요섭,02-388-6622,서울시 은평구 갈현로 11길 30 191-1 서부재활체육센터,명, ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,16:00 ~ 17:50,"화,목",최슬기,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.907570634266,37.6054687482893,정좌표
548,서산시운동재활연구센터,권재일,041-669-6761,충청남도 서산시 수석1길 50 서산시운동재활연구센터(수석동),2명,288 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐",[12월] 태권테라피,10:00 ~ 19:00,"월,화,수,목,금","권재일,박종애",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역,주출입구 단차없음","80,000",126.491001218105,36.7709681332249,정좌표
549,서울스포렉스,김미란,041-631-6161,충청남도 홍성군 홍성읍 의사로52번길 15-3 서울스포렉스,4명,800 ㎡,수영,"청각/언어, 지적/자폐, 기타",[12월] 18시-월 정규단체강습 ,18:00 ~ 18:50,"월,수,금",최정문,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.672807292541,36.6023867997857,정좌표
550,서울스포렉스,김미란,041-631-6161,충청남도 홍성군 홍성읍 의사로52번길 15-3 서울스포렉스,4명,800 ㎡,수영,"청각/언어, 지적/자폐, 기타",[12월] 월 정규단체강습,06:00 ~ 22:30,"월,수,금",최정문,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.672807292541,36.6023867997857,정좌표
551,서울특별시립강남주민편익시설,류종열,02-3412-2171,서울특별시 강남구 남부순환로 3318 강남주민편익시설(일원동),45명,9716 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 수영,09:00 ~ 09:50,"월,화,수,목,금",-,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","70,000",127.092583071122,37.4936317426979,정좌표
552,서울특별시립강남주민편익시설,류종열,02-3412-2171,서울특별시 강남구 남부순환로 3318 강남주민편익시설(일원동),45명,9716 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 수영,10:00 ~ 10:50,"월,화,수,목,금",-,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","70,000",127.092583071122,37.4936317426979,정좌표
553,서울특별시립강남주민편익시설,류종열,02-3412-2171,서울특별시 강남구 남부순환로 3318 강남주민편익시설(일원동),45명,9716 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 수영,11:00 ~ 11:50,"월,화,수,목,금",-,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","70,000",127.092583071122,37.4936317426979,정좌표
554,서울특별시립강남주민편익시설,류종열,02-3412-2171,서울특별시 강남구 남부순환로 3318 강남주민편익시설(일원동),45명,9716 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 헬스,07:00 ~ 21:00,"월,화,수,목,금",오수민,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","70,000",127.092583071122,37.4936317426979,정좌표
555,서울특별시립노원시각장애인복지관,임종혁,02-950-0190,서울특별시 노원구 덕릉로70가길 98 4층 통합사무실(상계동),2명,554 ㎡,기타종목,시각,[12월] G.X(수요일반),10:30 ~ 11:30,수,권태연,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","10,000",127.056490293936,37.6420711625165,정좌표
556,서울특별시립노원시각장애인복지관,임종혁,02-950-0190,서울특별시 노원구 덕릉로70가길 98 4층 통합사무실(상계동),2명,554 ㎡,기타종목,시각,[12월] G.X(월요일반),10:30 ~ 11:30,월,권태연,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","10,000",127.056490293936,37.6420711625165,정좌표
557,서울특별시립노원시각장애인복지관,임종혁,02-950-0190,서울특별시 노원구 덕릉로70가길 98 4층 통합사무실(상계동),2명,554 ㎡,수영,시각,[12월] 수영,15:00 ~ 16:00,"월,수",권태연,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","10,000",127.056490293936,37.6420711625165,정좌표
558,서울특별시립노원시각장애인복지관,임종혁,02-950-0190,서울특별시 노원구 덕릉로70가길 98 4층 통합사무실(상계동),2명,554 ㎡,요가,시각,[12월] 요가(목요일반),11:00 ~ 12:00,목,박근주,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","10,000",127.056490293936,37.6420711625165,정좌표
559,서울특별시립노원시각장애인복지관,임종혁,02-950-0190,서울특별시 노원구 덕릉로70가길 98 4층 통합사무실(상계동),2명,554 ㎡,요가,시각,[12월] 요가(화요일반),11:00 ~ 12:00,화,박근주,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","10,000",127.056490293936,37.6420711625165,정좌표
560,서울특별시립노원시각장애인복지관,임종혁,02-950-0190,서울특별시 노원구 덕릉로70가길 98 4층 통합사무실(상계동),2명,554 ㎡,필라테스,시각,[12월] 필라테스,13:00 ~ 14:00,화,조은경,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","10,000",127.056490293936,37.6420711625165,정좌표
561,석사경희대충무태권도장,유석현,031-444-9801,경기도 안양시 만안구 박달우회로138번길 41 2층 석사경희대충무태권도장(박달동),1명,198 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐",[12월] 태권도수업,10:40 ~ 11:40,"화,목",유석현,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.910988251737,37.4058799826111,정좌표
562,석사월드태권도장,안상준,02-6287-7856,서울특별시 노원구 동일로 1280 상가2층(중계동),2명,115 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도,14:00 ~ 09:00,"월,화,수,목,금",안상준,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000",127.065723648066,37.6434687860222,정좌표
563,"선무도장(특공무술,해동검도)",장승오,063-831-9949,전라북도 익산시 고봉로34길 42 2층(영등동),1명,150 ㎡,기타종목,"지체, 기타",[12월] 특공무술.해동검도,10:00 ~ 16:00,"월,화,수,목,금",장승오,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.975777435702,35.9600835550118,정좌표
564,성산태권도,서민우,02-586-4330,"대구광역시 달서구 선원로 241 상가2,3층 성산태권도(용산동, 성서2차보성타운)",2명,186 ㎡,태권도,"청각/언어, 지적/자폐, 기타",[12월] 나도 태권도 할수 있어요. (1:1수업),10:00 ~ 17:00,"월,화,수,목,금,토",서민우,2020.12.01 ~ 2020.12.10,미지원,,"200,000",128.517264238793,35.85992122925,정좌표
565,세계체육관(범물점),조창배,053-781-5020,"수성구 범물동 1277-8 대구광역시 수성구 지범로39길 11-12,3층 ",1명,238 ㎡,태권도,"지체, 시각, 청각/언어, 기타",[12월] 태권도,14:00 ~ 22:00,"월,화,수,목,금",조창배,2020.12.01 ~ 2020.12.10,지원,,"80,000",128.641539213087,35.8212191603758,정좌표
566,세계태권도,조창배,053-781-5020,"수성구 범물동 1277-8 대구광역시 수성구 지범로39길 11-12,3층 ",1명,238 ㎡,태권도,"지체, 시각, 청각/언어, 기타",[12월] 태권도,14:00 ~ 22:00,"월,화,수,목,금",조창배,2020.12.01 ~ 2020.12.10,지원,,"80,000",128.641539213087,35.8212191603758,정좌표
567,세종국가대표태권도,김상경,044-864-1251,"세종특별자치시 도움3로 159 가재마을3단지상가 B1호(종촌동, 가재마을3단지)",2명,208 ㎡,태권도,"청각/언어, 지적/자폐",[12월] 태권도,13:30 ~ 21:30,"월,화,수,목,금",김상경,2020.12.01 ~ 2020.12.10,지원,,"140,000",127.241990996936,36.5038685115037,정좌표
568,세종국가대표태권도,김상경,044-864-1251,"세종특별자치시 도움3로 159 가재마을3단지상가 B1호(종촌동, 가재마을3단지)",2명,208 ㎡,태권도,"시각, 청각/언어, 지적/자폐",[12월] 태권도,13:30 ~ 21:30,"월,화,수,목,금","김상경,,박인서",2020.12.01 ~ 2020.12.10,지원,,"140,000",127.241990996936,36.5038685115037,정좌표
569,센텀영어태권도,송경민,051-755-5008,부산광역시 수영구 수영로 757 유니온코지 빌딩 3층(수영동),3명,156 ㎡,태권도,"지체, 시각, 청각/언어, 기타","[12월] 태권도,외발자전거",10:00 ~ 21:00,"월,화,수,목,금",송경민,2020.12.01 ~ 2020.12.10,지원,장애인용 엘리베이터,"90,000",129.122001900699,35.1674595339288,정좌표
